Gene,IR_039,IR_046,PD_016,IR_031,PD_021,IR_047,IR_002,PD_028,IR_050,IR_016,IR_019,PD_025,IR_027,PD_029,IR_020,HR_056,HR_063,PD_001,HR_048,PD_006,HR_064,HR_019,PD_013,HR_067,HR_033,HR_036,PD_010,HR_044,PD_014,HR_037
SPATA2,76,0,312,0,297,439,0,0,164,136,102,1493,79,0,265,36,0,0,22,0,60,1,0,0,52,0,0,123,0,0
SPATA20,182,152,0,133,21,357,457,0,6,143,35,630,173,0,0,65,0,596,48,0,11,389,0,0,53,78,0,0,0,0
SPATA21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SPATA22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA2L,184,144,0,117,33,51,64,0,638,52,248,0,114,0,145,54,0,89,33,0,157,105,0,0,102,90,0,65,0,0
SPATA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA5,6,0,0,0,0,0,0,0,0,3,7,0,9,0,4,14,0,25,43,0,0,0,0,0,21,44,0,0,0,0
SPATA5L1,218,195,0,54,0,178,0,0,95,189,120,0,49,0,219,87,257,377,112,0,538,147,0,250,48,0,0,0,0,0
SPATA6,24,0,0,4,0,28,70,0,67,6,49,0,23,0,179,0,0,0,16,0,0,1,0,0,40,0,0,142,0,91
SPATA7,75,19,0,0,0,0,0,0,0,0,5,0,21,0,0,51,0,110,0,0,181,161,0,754,64,306,2725,0,0,0
SPATA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
SPATC1,199,90,0,0,0,39,0,361,22,24,22,0,136,0,0,33,0,649,117,0,0,69,0,0,14,0,0,0,0,380
SPATS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATS2,108,0,0,0,0,0,0,0,41,14,128,0,37,0,93,40,0,98,570,0,0,2,0,0,0,31,0,0,0,0
SPATS2L,35,117,92,248,27,113,165,23,15,188,35,77,25,0,24,17,13,25,89,5,13,172,0,28,120,17,0,0,0,10
SPC24,0,0,0,0,30,0,0,2184,48,0,0,0,0,0,0,0,0,64,0,272,0,0,0,0,58,0,0,0,0,0
SPC25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SPCS1,1215,1169,327,744,1579,1198,1664,740,604,606,815,1224,320,0,956,925,195,1581,1539,1271,696,411,78,0,989,1155,414,489,1,454
SPCS2,984,1882,1201,1104,777,1273,929,1202,806,663,840,1321,500,5382,736,553,345,1547,573,1135,444,191,3693,0,978,1183,3372,1014,0,2500
SPCS3,560,1899,1077,494,872,1189,1570,256,445,1521,531,374,276,1659,675,335,990,912,495,0,191,636,645,362,939,976,0,1071,0,672
SPDEF,0,3,57,15,0,40,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,19,0,0
SPDYA,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPDYC,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPDYE1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPDYE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPDYE4,5,0,868,156,0,0,0,0,0,0,7,2,8,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0
SPDYE5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SPDYE6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPDYE7P,340,541,862,170,1976,165,0,555,166,588,363,233,402,840,310,264,8,1481,251,1612,26,232,11,664,69,202,2075,885,981,313
SPECC1L,147,179,46,100,0,153,84,0,144,177,199,104,187,0,171,56,43,22,74,12,0,129,77,10,192,126,0,183,0,81
SPEF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPEF2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,36,0,0,0
SPEG,7,0,67,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPEM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPEN,826,417,210,211,409,728,68,91,504,585,797,0,336,0,511,612,344,139,820,0,0,216,1381,510,285,240,898,79,0,982
SPERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPESP1,0,0,0,0,0,0,0,0,27,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPG11,763,494,0,449,202,474,437,166,274,693,543,0,317,0,715,679,0,1027,607,0,3,50,3150,0,444,591,0,1165,0,0
SPG20,1,9,0,11,0,18,9,1,4,8,18,3,6,0,9,10,1,0,8,0,10,10,0,0,13,4,0,0,0,3
SPG21,1212,1469,576,1413,2038,3523,1041,1207,831,1196,1396,778,794,0,1285,869,541,666,906,2091,1318,1078,1955,1440,1305,564,0,948,0,392
SPG7,285,185,0,197,246,338,282,0,81,500,220,0,215,0,140,64,0,0,214,0,0,0,0,0,152,37,0,481,0,498
SPHAR,0,1,0,0,34,0,0,0,3,1,0,41,1,0,0,0,0,47,0,38,0,0,0,0,0,0,0,0,0,2
SPHK1,617,1168,236,719,2163,1735,265,764,316,647,270,0,1644,889,486,375,368,2658,396,0,328,502,667,0,131,74,0,71,0,649
SPHK2,12,19,0,0,0,0,34,0,0,10,6,0,11,24,7,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SPHKAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPI1,6272,5241,1992,8504,2542,6946,2147,5068,8257,2976,8294,684,5955,2419,5857,4535,1386,1726,2542,343,4224,2134,1768,911,3442,2205,1111,5397,0,1737
SPIB,95,20,0,2,38,94,23,51,9,46,25,0,35,0,10,17,60,361,22,0,0,52,0,0,6,14,0,0,0,120
SPIC,3,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58,319,0
SPICE1,9,13,0,141,0,0,0,0,36,59,64,0,23,0,40,31,0,0,56,0,0,0,0,0,128,0,0,0,0,0
SPIN1,110,657,66,113,422,363,0,5,144,283,53,0,58,2513,87,104,0,0,74,0,0,201,0,1,83,109,0,0,0,216
SPIN2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPIN2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPIN3,2,0,0,0,6,0,0,2,0,0,0,0,3,0,0,21,0,0,0,0,63,2,0,0,0,0,0,0,0,0
SPIN4,85,0,0,185,0,29,0,72,15,228,12,0,10,0,27,50,0,597,24,3,0,0,2018,0,7,0,0,67,0,225
SPINK1,1,1,0,6,0,7,62,0,6,2,1,0,2,0,3,1,0,0,1,0,0,24,0,110,5,2,0,5,0,11
SPINK13,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPINK14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPINK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPINK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPINK5,8007,5212,2492,1005,9492,2424,1658,288,511,2043,156,2952,119,1655,653,324,1665,1188,824,930,2023,2241,5,1746,1743,1142,0,280,2409,2412
SPINK6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
SPINK7,25,22,1147,84,85,52,33,127,7,28,4,119,5,0,33,10,0,0,12,656,369,51,1480,1688,5,91,0,22,0,0
SPINK8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPINK9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPINT1,3670,5518,3511,1437,7019,3740,2690,3151,1449,6013,1337,3147,1342,0,2117,820,652,1357,2009,1,2861,5213,5748,2804,1577,748,0,877,1227,1788
SPINT2,7968,3495,2138,1726,5459,4112,1452,2800,1930,5676,2848,5356,2657,4134,2156,3006,868,8411,2433,3783,1631,2693,2957,1712,1311,1294,46,1395,1638,4141
SPINT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPINT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPIRE1,1317,2887,1680,680,1226,5836,1566,530,528,2729,154,1586,359,886,1074,408,2044,677,839,340,537,1817,0,0,1313,1484,1290,186,1273,3132
SPIRE2,23,177,277,55,195,382,113,429,52,545,5,982,22,0,157,33,235,106,0,39,0,157,280,0,224,83,2,80,0,0
SPN,18,36,0,0,0,0,0,0,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPNS1,10,0,11,9,15,14,3,6,8,2,2,0,29,19,12,13,0,5,7,0,0,31,2,0,6,18,0,0,0,51
SPNS2,9483,20490,8836,7962,12784,57760,23444,6824,4095,19476,1332,18078,3695,1401,6072,1096,2750,6475,6564,17965,5545,20938,5417,4152,5964,1545,7320,4554,5108,6549
SPNS3,0,0,0,0,0,0,0,209,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,59,0,0,0,0
SPO11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOCD1,16,0,0,0,0,76,271,0,0,201,1,0,22,0,2,17,0,10,2,435,0,0,0,0,0,0,0,231,0,0
SPOCK1,60,0,0,144,0,0,0,0,55,0,3,0,0,0,0,0,0,0,53,0,0,0,0,0,0,45,0,0,0,0
SPOCK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPON1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPON2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPOP,70,92,60,82,74,102,143,77,47,138,66,0,21,119,17,31,0,48,13,3,25,56,89,0,92,66,0,0,0,40
SPOPL,50,102,124,43,254,74,58,147,230,76,277,0,47,467,56,83,25,0,38,349,247,76,0,67,136,160,0,70,0,69
SPP1,136,758,135,4935,2253,755,1318,171,122,700,306,991,773,0,635,2706,0,1621,1281,39,0,645,167,0,396,203,156,570,325,1474
SPP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPPL2A,871,929,0,378,1155,756,684,1373,706,556,1205,1,369,1597,1076,481,296,1653,265,0,601,379,331,191,763,626,0,550,0,741
SPPL2B,116,51,0,36,0,65,0,0,34,247,191,0,83,0,32,70,0,0,131,0,0,94,0,0,91,0,0,587,0,0
SPPL3,392,498,114,1256,1209,785,732,544,339,333,656,0,215,0,303,218,225,1,370,0,231,279,302,0,312,59,0,548,0,191
SPR,134,103,0,0,0,39,195,142,43,32,7,0,24,1193,0,63,0,1374,111,0,252,107,0,0,24,56,0,125,0,0
SPRED1,142,64,306,13,0,0,97,90,62,82,45,638,57,0,57,274,0,132,237,0,109,20,0,0,37,85,0,76,0,183
SPRED2,131,107,236,48,16,172,380,14,45,99,173,176,64,0,78,98,92,208,96,0,76,144,97,0,103,14,0,78,0,83
SPRED3,17,0,0,0,0,0,0,0,13,37,0,0,8,0,20,3,0,0,0,0,0,39,0,0,0,0,0,0,28,0
SPRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRR1A,31048,28415,56664,12041,253436,16242,13802,34931,5822,26320,1330,120208,2113,18526,3519,2173,13539,26708,7977,24015,14054,18276,26438,21793,12930,7210,60943,5491,20921,19419
SPRR1B,13416,20731,34506,8754,49650,13889,19500,21845,5867,29094,1494,66794,1857,7502,4246,4079,5740,7180,9532,3476,11272,21580,18544,4800,14809,6325,26911,7509,7863,14847
SPRR2C,27,37,5,3,1,1,51,1,103,6,14,9,15,1,1,1,1,0,1,0,103,76,49,219,3,0,3,59,2,412
SPRR2D,9175,15603,40847,28928,18640,17967,15080,27516,15816,19593,1710,78879,5776,7400,9426,10283,15414,11804,24353,12004,34827,23160,82405,27746,11904,12202,8462,14005,22905,61450
SPRR2E,19585,34671,68020,49090,28732,50664,39612,45291,30279,46959,3727,173302,11295,13822,27431,26806,34370,11499,33596,16012,57931,59717,90907,27582,23997,17651,27752,26784,25847,125713
SPRR2F,1304,2935,4447,7807,2243,1165,2334,6180,4433,1932,277,2793,1437,3306,1861,3512,1666,241,2078,81,4180,2475,31577,322,1387,1962,1911,2801,262,17108
SPRR2G,28,245,257,454,56,180,87,270,100,234,7,117,44,2,31,88,3,4,72,1,416,408,110,79,72,185,4,59,4,215
SPRR3,979,49,665,511,3147,7776,467,11898,4520,2597,1519,1840,174,0,181,123,1248,2,5868,3,60085,1239,124461,0,777,486,146,0,1,2125
SPRY1,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRY2,13,21,0,0,0,0,0,42,0,99,21,0,4,533,0,4,0,0,30,0,0,0,227,0,2,17,0,0,0,0
SPRY3,0,0,0,80,0,0,0,0,22,123,23,0,0,0,67,0,0,0,0,0,0,0,0,0,15,81,0,0,0,0
SPRY4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRYD3,120,160,0,226,82,124,254,0,117,185,44,405,105,0,114,122,0,0,110,0,0,90,1,84,113,0,0,103,0,55
SPRYD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRYD7,33,346,0,36,84,180,117,161,57,281,21,0,47,0,200,60,110,103,148,0,0,201,0,0,203,575,0,71,0,0
SPSB1,96,145,0,77,203,0,0,95,204,164,31,0,54,0,67,85,0,0,361,0,0,37,0,0,41,27,0,0,0,311
SPSB2,0,0,0,7,0,42,0,0,17,8,13,0,5,0,0,8,0,27,6,135,0,8,0,0,3,0,0,0,0,0
SPSB3,4,13,11,8,25,18,8,22,2,3,3,17,6,0,7,3,10,80,5,8,7,8,0,5,9,0,15,0,0,3
SPSB4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPTA1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0
SPTAN1,57,78,283,60,54,116,315,37,27,190,55,374,59,206,22,47,10,171,186,44,28,110,77,57,38,22,0,8,0,1
SPTB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPTBN1,877,372,246,1544,527,2401,1774,413,392,279,103,1030,429,3364,651,238,1612,0,719,2660,0,1042,761,0,316,135,0,0,5,1086
SPTBN2,534,0,0,249,1980,108,0,0,260,277,18,0,8,0,187,68,256,0,179,0,0,75,1356,0,28,0,1804,0,0,348
SPTBN4,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPTBN5,444,1,0,0,0,170,0,61,0,42,0,0,0,0,0,0,0,326,57,0,0,0,0,134,0,0,0,0,0,0
SPTLC1,406,407,1021,75,1058,98,51,1067,217,343,415,966,79,0,329,205,114,762,221,0,168,438,226,863,433,399,0,191,0,498
SPTLC2,104,182,461,89,331,79,178,336,218,436,183,0,45,0,148,139,116,96,107,0,0,126,832,0,71,155,0,0,0,103
SPTLC3,2150,4330,1544,454,3565,3694,1223,503,175,2249,69,139,328,615,1129,129,683,601,804,1337,237,1283,0,472,860,308,905,231,0,623
SPTSSA,60,233,20,116,24,337,252,26,72,165,43,107,70,25,70,42,161,19,77,2,73,139,0,0,130,61,0,48,0,238
SPTSSB,408,338,730,126,1390,123,292,70,50,492,12,1027,27,0,64,14,29,56,30,123,217,284,0,75,177,77,0,10,0,159
SPTY2D1,333,516,498,250,895,282,242,959,313,247,637,868,340,891,454,297,276,703,247,0,256,311,976,573,353,308,0,93,0,188
SPZ1,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0
SQLE,34,241,202,4,143,32,123,0,50,48,26,0,23,0,21,18,40,511,16,0,37,61,0,0,39,47,0,2,0,22
SQRDL,1994,5453,1145,1572,1190,3125,1660,1282,995,4243,1076,1071,1358,1786,1729,1061,310,1953,2164,1037,1706,1225,0,852,1847,1102,2142,3011,618,2586
SQSTM1,16089,15105,12321,14286,25976,36558,10044,38617,7246,18943,6168,27344,18075,32874,19794,13098,7605,18164,5091,19585,7772,12467,17080,7697,7536,1949,10544,8795,5026,18047
SRBD1,1319,59,0,646,0,53,59,7342,1570,166,1701,0,211,0,1814,691,0,0,27,958,540,69,8239,0,737,298,0,0,0,0
SRC,301,284,637,483,265,195,843,194,197,383,72,451,314,0,60,302,89,729,143,0,355,484,997,0,84,149,0,0,0,220
SRCAP,442,171,558,391,0,395,367,540,293,523,364,1178,317,0,245,244,258,1005,80,0,0,200,1,847,393,189,0,273,0,379
SRCIN1,0,120,0,186,0,90,0,0,96,167,18,581,7,0,0,0,0,0,0,0,0,316,0,0,42,17,0,0,0,0
SRCRB4D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRD5A1,172,347,0,157,85,368,206,3,97,337,36,1134,100,2426,42,123,0,41,291,0,75,91,0,0,74,102,0,618,0,538
SRD5A1P1,0,0,143,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,542,0,0,787,30,0,0,0,0,0,0
SRD5A2,0,12,0,0,0,19,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0
SRD5A3,39,730,259,23,90,706,150,175,75,260,64,784,118,202,163,31,62,365,50,47,97,193,3,44,491,14,0,33,374,58
SREBF1,89,66,0,123,95,168,11,4,122,200,84,0,112,0,104,85,20,235,64,0,0,74,44,189,76,0,0,29,0,189
SREBF2,2322,868,356,197,2902,558,70,636,554,595,389,675,660,2314,897,477,0,469,554,0,467,809,290,0,388,0,0,304,0,164
SREK1,244,224,289,202,0,417,185,62,86,114,133,178,99,14,15,106,0,184,155,0,268,179,474,0,256,499,0,215,263,144
SREK1IP1,45,113,72,45,35,288,155,29,90,275,12,163,50,45,77,50,33,4,77,0,102,160,23,54,94,173,72,32,6,67
SRF,700,493,283,811,668,231,57,686,490,358,1100,0,370,0,543,340,751,56,419,758,238,391,884,0,269,90,1790,158,0,396
SRFBP1,381,168,397,338,0,631,364,0,0,77,173,820,49,0,109,373,0,0,114,0,247,155,0,0,63,300,0,11,0,0
SRG7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRGAP1,6,101,176,50,608,182,132,61,0,217,57,189,15,0,117,49,0,0,63,0,33,134,0,0,89,90,1504,0,0,0
SRGAP2,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
SRGAP2B,51,106,0,0,58,0,0,54,94,96,31,0,53,0,40,28,0,120,55,0,0,0,0,0,32,0,0,61,0,0
SRGAP3,6,0,0,0,0,135,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SRGN,87078,66909,16828,127060,56699,103821,25854,76241,99218,49197,129451,12121,93328,19332,270193,81072,65181,22600,28262,10925,86924,20406,54599,8250,115564,163411,10391,67119,1446,113280
SRI,36,83,39,40,25,117,52,10,60,106,44,0,15,60,63,29,0,29,95,0,35,43,0,122,108,76,0,38,0,42
SRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRM,87,72,240,150,116,117,0,59,50,34,26,0,74,0,33,61,0,0,150,123,12,129,0,0,103,0,0,0,0,0
SRMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRP14,3271,2981,2870,2134,7297,6193,4077,2773,1958,4379,2842,10118,1436,3581,2122,2446,1217,2390,2365,1989,1411,2069,1695,489,2708,3906,637,1961,1677,2146
SRP19,1,0,0,0,0,0,262,0,0,371,0,1301,35,0,200,0,0,0,0,1,0,194,0,0,83,0,1,0,0,0
SRP54,613,783,358,821,88,1503,610,392,308,700,770,0,1121,329,696,336,226,32,136,114,147,766,0,90,744,498,0,635,0,964
SRP68,713,1320,139,69,446,1060,959,209,163,1866,154,685,254,0,359,407,0,616,730,253,450,781,121,0,1294,311,0,264,548,225
SRP72,465,733,2260,478,1232,611,275,530,305,448,317,1285,162,1201,249,673,0,1506,319,0,596,321,0,792,304,779,0,440,0,1654
SRP9,1273,3602,1091,998,2873,5065,2014,1313,636,3921,568,1251,521,1958,1657,573,1355,1746,1420,1465,1214,1724,400,224,1827,913,0,514,1033,1481
SRPK1,668,412,517,593,2026,393,296,294,651,481,1427,1232,512,1633,1676,387,291,1,232,0,59,173,0,518,667,621,813,779,0,1014
SRPK2,184,522,1741,156,468,142,88,472,514,324,516,1306,72,0,119,161,111,321,109,0,395,63,1097,507,256,108,0,28,0,16
SRPK3,0,0,0,0,0,0,0,0,0,20,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRPR,667,740,1239,496,154,1084,663,320,432,771,588,146,615,0,746,664,352,737,879,0,893,201,399,0,848,284,795,869,0,585
SRPRB,159,66,0,161,0,49,0,0,58,75,70,335,69,0,57,28,0,2,112,0,0,223,0,0,54,77,0,0,0,293
SRPX,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
SRPX2,0,535,262,60,0,279,496,581,36,538,21,0,48,0,177,5,0,239,113,0,0,178,0,0,250,69,0,1,9,0
SRR,26,0,0,0,0,3,0,0,0,1,3,0,4,0,39,1,0,0,12,0,0,90,241,0,35,0,0,0,390,0
SRRD,88,172,352,17,192,78,15,0,158,184,21,188,70,0,0,61,0,0,231,2477,269,136,0,0,127,231,0,35,0,0
SRRM1,85,139,9,149,280,187,27,27,89,165,123,0,83,199,91,75,20,62,145,13,30,159,0,79,134,70,148,53,0,93
SRRM2,2858,2138,2085,1631,1806,2556,2281,2444,3146,6162,2936,2312,2956,914,2614,2309,975,1894,1831,1320,664,2038,1301,279,1452,609,771,1023,186,2544
SRRM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRRM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRRM5,6,0,0,0,0,0,0,255,6,0,0,0,13,0,11,7,0,0,0,0,0,0,1,0,0,0,0,90,583,0
SRRT,171,233,132,128,145,297,69,51,154,186,29,0,143,0,110,114,328,405,183,0,246,106,0,0,99,14,0,0,0,0
SRSF1,1068,717,1694,745,956,865,862,1010,555,600,939,642,411,128,675,1023,199,3817,1106,0,552,277,293,0,563,1066,0,0,0,1175
SRSF10,79,70,12,55,585,158,140,301,25,80,114,407,30,1224,60,72,80,510,103,0,0,23,1549,0,68,57,0,0,0,0
SRSF11,168,215,723,33,356,89,233,364,153,134,221,0,85,0,80,134,0,221,101,0,45,100,856,0,118,139,0,172,483,170
SRSF12,9,10,0,0,19,28,0,12,11,0,0,0,2,0,7,0,0,35,8,0,0,0,0,0,12,0,0,0,0,0
SRSF2,416,372,426,634,698,717,385,146,241,489,224,224,466,362,561,362,77,902,818,132,95,513,768,73,132,163,0,419,7,118
SRSF3,2168,2117,1071,2296,3001,2888,2642,1687,1754,3311,2207,2295,1717,455,2064,1640,777,1162,2878,0,925,1080,1775,2686,2293,2357,0,1151,0,2979
SRSF4,791,678,179,447,243,513,0,752,625,1113,797,944,399,1200,457,626,656,42,1592,0,0,576,5108,528,815,248,0,106,0,1252
SRSF5,835,1163,1809,922,669,1218,1035,768,813,2810,1876,364,858,367,1224,540,448,415,950,69,704,842,517,231,1842,867,1,738,487,697
SRSF6,1143,1192,432,626,2514,1261,831,100,597,1553,666,346,654,0,674,716,660,1352,1022,0,723,738,1021,592,838,480,1423,87,0,738
SRSF7,1162,917,377,893,1624,249,1391,516,424,831,767,1143,627,2366,570,1052,0,189,1578,0,1432,689,0,0,503,674,0,1568,0,597
SRSF8,193,258,539,77,1266,680,159,310,94,430,64,0,124,0,250,137,443,221,64,0,0,373,0,0,144,192,641,0,0,591
SRSF9,421,893,588,444,852,925,841,501,367,1306,325,1443,243,532,338,353,175,671,441,0,350,546,981,768,462,553,0,242,0,399
SRXN1,1554,3348,922,281,975,6635,3463,1151,1437,3209,673,1123,1534,503,3281,760,1114,1859,293,1553,912,2069,0,442,1232,360,0,724,673,872
SRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SS18,179,220,344,44,234,276,200,378,132,312,44,217,34,0,265,140,0,102,154,0,41,108,116,0,153,83,0,267,0,0
SS18L1,54,147,534,188,0,210,298,0,158,70,54,18,206,0,17,231,223,0,79,0,58,106,1090,0,10,20,0,0,0,0
SS18L2,103,102,139,92,264,17,0,0,27,261,184,0,124,0,81,132,221,0,11,0,0,87,0,0,83,203,0,228,0,0
SSB,1,1,14,1,7,0,1,0,0,2,0,6,1,3,0,2,0,0,1,0,0,1,3,0,0,0,0,0,0,0
SSBP1,25,36,128,23,25,48,34,41,19,52,26,364,18,24,35,35,0,0,66,0,38,41,181,14,54,26,106,26,0,29
SSBP2,145,421,1,360,304,0,609,222,145,499,344,0,105,0,553,84,0,0,75,0,0,122,0,226,407,169,0,0,0,0
